Date,Time,Open,High,Low,Close,Vol,OI
06/26/2012,16:00,1174,1185.25,1170.5,1182.75,1810328,2727651
06/27/2012,16:00,1182.75,1195.75,1179.25,1192.75,1615882,2747945
06/28/2012,16:00,1193,1195,1174,1189.75,2291307,2740099
06/29/2012,16:00,1189.25,1226.75,1183.25,1223.75,2488982,2718455
07/02/2012,16:00,1226,1229.5,1216.75,1224.75,1688137,2714985
07/03/2012,16:00,1225.5,1236.75,1222.5,1235.25,1047073,2713523
07/05/2012,16:00,1233.75,1242.25,1224.25,1228.75,1885277,2743266
07/06/2012,16:00,1228.75,1231.25,1209.5,1219,1955639,2752042
07/09/2012,16:00,1216.5,1217.5,1208.25,1216.5,1473739,2750846
07/10/2012,16:00,1216.25,1223.75,1197.75,1202.75,2020477,2779384
07/11/2012,16:00,1202.25,1209.75,1195,1203.5,1912327,2786227
07/12/2012,16:00,1203.75,1206.75,1187,1196.5,1904895,2796788
07/13/2012,16:00,1196.5,1220.5,1196,1219,1758931,2805218
07/16/2012,16:00,1218.5,1219.75,1210.25,1214.75,1547166,2793770
07/17/2012,16:00,1214.5,1227.75,1206.5,1225.75,1970476,2788070
07/18/2012,16:00,1225.75,1237.75,1219.75,1234.5,1797575,2791638
07/19/2012,16:00,1234.5,1243.25,1233.25,1239.25,1743124,2804013
07/20/2012,16:00,1238.75,1239.25,1224.25,1225.5,1800661,2809562
07/23/2012,16:00,1222.75,1224,1199.25,1211,2078031,2825947
07/24/2012,16:00,1211,1213.75,1191,1196.75,2115725,2838586
07/25/2012,16:00,1198.25,1207.25,1188.5,1202.25,1840501,2832270
07/26/2012,16:00,1202,1226,1195,1222,2275727,2803798
07/27/2012,16:00,1222,1252.25,1220,1249.75,2495356,2786322
07/30/2012,16:00,1246.5,1254.75,1243,1247.75,1486890,2739745
07/31/2012,16:00,1247.25,1253.75,1238.25,1241.75,1774241,2732125
08/01/2012,16:00,1239.25,1248.75,1235,1237.75,1800024,2745910
08/02/2012,16:00,1237.25,1250.25,1216.5,1229.25,2835526,2818329
08/03/2012,16:00,1229.5,1257.75,1227.25,1256.25,1945915,2799500
08/06/2012,16:00,1257.5,1263,1254.5,1257.25,1171977,2789278
08/07/2012,16:00,1257.25,1270.5,1254.75,1264.25,1459898,2802895
08/08/2012,16:00,1263.75,1267.5,1257.75,1265.5,1227991,2808926
08/09/2012,16:00,1265.75,1271,1261,1267.75,1179356,2820919
08/10/2012,16:00,1267.5,1270,1259.25,1269.75,1246593,2839596
08/13/2012,16:00,1267.75,1271.25,1261.5,1269.75,1202738,2852295
08/14/2012,16:00,1269.25,1276.75,1264.5,1268.75,1435083,2884729
08/15/2012,16:00,1268.5,1273,1264.25,1270.75,1103484,2897590
08/16/2012,16:00,1270.75,1282.75,1269,1280.25,1495429,2902712
08/17/2012,16:00,1281,1284,1278,1282.5,1139564,2935039
08/20/2012,16:00,1282.25,1285.25,1276.75,1282,1110701,2955045
08/21/2012,16:00,1282,1292,1275.25,1279.75,1731248,2953918
08/22/2012,16:00,1280,1281.5,1271.5,1279.5,1675386,2972094
08/23/2012,16:00,1279.5,1285.25,1265.25,1267.25,1592212,2962988
08/24/2012,16:00,1267,1279.25,1262.5,1277,1572472,2995536
08/27/2012,16:00,1277.25,1283.25,1274.25,1275.5,932096,2991505
08/28/2012,16:00,1275.5,1279.25,1270.5,1275,1210117,3006498
08/29/2012,16:00,1274.5,1279.75,1272,1274.5,959745,3029887
08/30/2012,16:00,1274.25,1275,1262.5,1264.25,1217187,3031988
08/31/2012,16:00,1264.25,1279.5,1262.75,1272.25,2046718,3031853
09/03/2012,16:00,1273.5,1276.75,1264,1275.75,161515,3036351
09/04/2012,16:00,1276,1276.75,1261.75,1273.25,1680397,3014306
09/05/2012,16:00,1273.5,1275.5,1264.5,1270.75,1429039,2997724
09/06/2012,16:00,1270.75,1299.5,1270.5,1298.25,2040626,3026244
09/07/2012,16:00,1298.25,1306,1297.75,1305.5,1472193,2996654
09/10/2012,16:00,1304,1305.25,1293,1293.75,1096739,2983055
09/11/2012,16:00,1292.75,1304.75,1288.75,1297.75,1430082,2840731
09/12/2012,16:00,1297.75,1307.5,1295.75,1306.75,1725227,2672629
09/13/2012,16:00,1305.75,1331.5,1302.25,1324.75,1355960,1159318
09/14/2012,16:00,1324.25,1342.25,1323.75,1333.25,2463875,1669150
09/17/2012,16:00,1333,1333.25,1324.75,1328.25,1573731,1972189
09/18/2012,16:00,1328.25,1330.5,1323.25,1327.25,1821180,2428499
09/19/2012,16:00,1327.5,1333.5,1325.5,1327.5,1658342,2658786
09/20/2012,16:00,1327.75,1329.25,1317.75,1328,1744200,2789868
09/21/2012,16:00,1328.5,1336.5,1324.75,1326.25,1605312,2771210
09/24/2012,16:00,1324.5,1328.75,1319,1325.75,1261245,2803075
09/25/2012,16:00,1326,1331.25,1309.25,1311.5,1813743,2824334
09/26/2012,16:00,1311,1314,1298.25,1301.25,1793271,2893511
09/27/2012,16:00,1301.75,1318.75,1301.75,1315.25,1754826,2919321
09/28/2012,16:00,1315.25,1317.75,1303.25,1308.5,2101935,2920153
10/01/2012,16:00,1307,1325.75,1302,1311.25,1903230,2907028
10/02/2012,16:00,1310.75,1320.25,1306.5,1315.25,1610265,2903044
10/03/2012,16:00,1314.5,1323,1309.75,1319,1553817,2861212
10/04/2012,16:00,1318.25,1332,1318.25,1330,1566715,2861644
10/05/2012,16:00,1330,1340.25,1325.5,1329.75,1681666,2864399
10/08/2012,16:00,1331.5,1331.5,1321.75,1324,961596,2862707
10/09/2012,16:00,1324,1328.75,1309.5,1310.25,1956139,2877110
10/10/2012,16:00,1311.25,1312,1299.25,1300.5,1672672,2881331
10/11/2012,16:00,1300,1313.5,1295.5,1302.75,1585045,2894922
10/12/2012,16:00,1302.25,1308.75,1294.25,1295.75,1624836,2897739
10/15/2012,16:00,1297.75,1310.75,1290.75,1309.75,1525436,2900680
10/16/2012,16:00,1310.25,1325.75,1308.75,1323.5,1622289,2899774
10/17/2012,16:00,1323.5,1332,1320.5,1331.25,1534392,2940616
10/18/2012,16:00,1331.25,1334,1322,1325.75,1805949,3013923
10/19/2012,16:00,1325.5,1327.75,1297.75,1298.25,2400959,2938325
10/22/2012,16:00,1298.75,1305.5,1291,1304.25,1777803,2932032
10/23/2012,16:00,1305,1307.5,1276.25,1281,2303989,2960009
10/24/2012,16:00,1280.75,1289.25,1276,1279.5,1756752,2964441
10/25/2012,16:00,1280.5,1291,1273.75,1282.5,1808585,2975347
10/26/2012,16:00,1284,1286.75,1268.75,1281.75,2089898,2992766
10/29/2012,16:00,1280.5,1281.75,1271.25,1281.75,181669,2978558
10/30/2012,16:00,1273.5,1286.5,1267.25,1281.75,178848,2985990
10/31/2012,16:00,1286.75,1292.5,1274.75,1281,1775915,2980425
11/01/2012,16:00,1276.25,1299.25,1272.75,1297.5,1705976,2949574
11/02/2012,16:00,1297.5,1305.75,1279.25,1279.75,2089006,2978796
11/05/2012,16:00,1277,1289.75,1276.75,1286.25,1388947,2985203
11/06/2012,16:00,1285.25,1303.5,1284,1299.5,1481236,2957854
11/07/2012,16:00,1299.25,1306,1258.25,1263.25,3199570,3049237
11/08/2012,16:00,1264.5,1271.75,1246.75,1249.5,2615376,3071063
11/09/2012,16:00,1250,1262.25,1237.75,1250,2549324,3061897
11/12/2012,16:00,1249.5,1256,1246.75,1252.5,1138665,3047398
11/13/2012,16:00,1252.5,1260.5,1240,1245.25,1950603,3032864
11/14/2012,16:00,1247.5,1256,1223.75,1227.25,2448722,3074002
11/15/2012,16:00,1228,1233.25,1219.5,1225.5,2416674,3066032
11/16/2012,16:00,1225.75,1234.75,1214.5,1234,2605521,3048449
11/19/2012,16:00,1235,1260,1234.5,1256.75,1741462,3045985
11/20/2012,16:00,1254.25,1261.75,1248.25,1260.5,1548714,3066774
11/21/2012,16:00,1260.25,1264,1251.25,1262.5,1068642,3068623
11/23/2012,16:00,1266,1281.75,1261.5,1279.5,913304,3052902
11/26/2012,16:00,1277.5,1279.25,1269.25,1277.5,1220715,3055794
11/27/2012,16:00,1278.25,1282,1269.75,1271.75,1639215,3055499
11/28/2012,16:00,1271.75,1283,1257.25,1281.25,2128449,3036262
11/29/2012,16:00,1281,1292.75,1278.75,1290,1877829,3044851
11/30/2012,16:00,1285.75,1293.75,1284,1288.75,1686640,3037657
12/03/2012,16:00,1287.5,1298.25,1278.75,1281.25,1652126,3042657
12/04/2012,16:00,1280.25,1286,1275.75,1279.75,1619569,3043920
12/05/2012,16:00,1277,1289,1271,1282.5,2045099,3034762
12/06/2012,16:00,1280.75,1287.75,1278.25,1287.25,1382373,3026018
12/07/2012,16:00,1286.5,1296.5,1282.75,1290.25,1772166,2976776
12/10/2012,16:00,1290.25,1295.25,1285,1294.5,1136090,2965528
12/11/2012,16:00,1291.75,1308.5,1289.25,1305.75,1772202,2898050
12/12/2012,16:00,1305.5,1313,1300,1301.5,1833412,2787233
12/13/2012,16:00,1300,1305.75,1290.25,1292.5,967938,935496
12/14/2012,16:00,1291,1299.75,1286.25,1289.75,1689033,1453053
12/17/2012,16:00,1295.75,1309.5,1289.75,1307.5,2057385,1983093
12/18/2012,16:00,1308.75,1324,1305.75,1321.5,2497775,2346936
12/19/2012,16:00,1321,1326.5,1308.75,1313.5,2013922,2610354
12/20/2012,16:00,1309.5,1321.75,1307.75,1321,1647010,2743059
12/21/2012,16:00,1321.5,1321.75,1271.75,1306.5,2112856,2745802
12/24/2012,16:00,1304.5,1305,1298,1300.25,318126,2755660
12/26/2012,16:00,1304.5,1306,1291.25,1294,578176,2765655
12/27/2012,16:00,1293.75,1299,1276.5,1291.25,1470310,2781698
12/28/2012,16:00,1293.75,1297.25,1262.75,1264.5,1061849,2784835
12/31/2012,16:00,1268.75,1306.25,1264,1300.5,1480199,2755128
01/02/2013,16:00,1323.5,1338.5,1318.75,1337.5,1939767,2765822
01/03/2013,16:00,1336.5,1341,1330.5,1334,1598235,2768605
01/04/2013,16:00,1334.5,1343.5,1331.75,1338.25,1514786,2754086
01/07/2013,16:00,1340.75,1341.25,1331.25,1336.25,1199834,2764168
01/08/2013,16:00,1337.25,1337.5,1326.5,1332.75,1366996,2788837
01/09/2013,16:00,1332,1340,1331.75,1336.25,1193627,2777505
01/10/2013,16:00,1336.75,1350.75,1335.25,1347.5,1540850,2772956
01/11/2013,16:00,1350.25,1352,1342.75,1347.75,1150333,2775649
01/14/2013,16:00,1347.25,1351.75,1340.75,1344.75,1168502,2797558
01/15/2013,16:00,1345.5,1348.75,1337,1345.75,1324056,2830204
01/16/2013,16:00,1347.5,1349.5,1340.5,1346,1232690,2811077
01/17/2013,16:00,1345.5,1361,1341,1356.25,1745053,2855894
01/18/2013,16:00,1356,1361.5,1351,1359.5,1487277,2853060
01/22/2013,16:00,1363.5,1372,1355.5,1370,1474784,2928094
01/23/2013,16:00,1371,1371.75,1365,1370.75,1192172,2972476
01/24/2013,16:00,1363.75,1378.25,1363.25,1372.25,1828454,2945028
01/25/2013,16:00,1368.25,1379.75,1367.25,1376.25,1591858,2944510
01/28/2013,16:00,1376.25,1380.5,1371.75,1377.5,1206900,2939527
01/29/2013,16:00,1376,1386.25,1371.5,1385.5,1500028,2964345
01/30/2013,16:00,1385.75,1386.5,1374,1375.75,1798387,2983094
01/31/2013,16:00,1374.75,1380.5,1371.75,1373.75,1639166,2986380
02/01/2013,16:00,1376.5,1391,1376.25,1387.25,1779718,2952773
02/04/2013,16:00,1388.5,1389,1370.75,1374,1765571,2942926
02/05/2013,16:00,1373,1391.5,1372.75,1386.5,1741970,2964032
02/06/2013,16:00,1387.75,1390.75,1379.5,1387.25,1753717,2991919
02/07/2013,16:00,1387.75,1391.5,1375,1385.75,1960681,3000249
02/08/2013,16:00,1385.5,1395.5,1384.25,1393,1428025,3039366
02/11/2013,16:00,1394,1397.5,1390.25,1393.5,1229917,3024409
02/12/2013,16:00,1393,1399.5,1389,1396.75,1258561,3034816
02/13/2013,16:00,1398.25,1402.5,1393.5,1397.75,1269215,3040795
02/14/2013,16:00,1396.75,1401.25,1390.5,1399,1369303,3100819
02/15/2013,16:00,1399.25,1402.25,1391.75,1397.5,1732853,3133021
02/19/2013,16:00,1398.5,1409.5,1395.75,1408.5,1498369,3091729
02/20/2013,16:00,1409.25,1410.5,1387,1387.5,2018732,3098220
02/21/2013,16:00,1388.25,1390.25,1375.5,1381.5,2510874,3092934
02/22/2013,16:00,1382.75,1395.5,1382.5,1395,1763806,3098934
02/25/2013,16:00,1396,1405,1362.25,1367.75,3093507,3122471
02/26/2013,16:00,1366,1378.25,1363.25,1373,2933833,3129679
02/27/2013,16:00,1373.75,1399.75,1370.5,1396.25,2458935,3104677
02/28/2013,16:00,1396.75,1405,1389.25,1393.75,2199825,3042309
03/01/2013,16:00,1393,1399.5,1380,1397,2545008,2999850
03/04/2013,16:00,1395.25,1408,1387.5,1406.25,1980880,2963953
03/05/2013,16:00,1407.25,1423.25,1405,1417.5,2368997,2818916
03/06/2013,16:00,1419.5,1425.25,1417.5,1419.5,2091010,2486972
03/07/2013,16:00,1420.25,1425.75,1417.75,1423,871884,1291987
03/08/2013,16:00,1423.25,1433,1420.5,1429.75,1915186,1707474
03/11/2013,16:00,1428.25,1437,1425.75,1435.75,1605005,2129885
03/12/2013,16:00,1436.75,1436.75,1427,1432,2086724,2533033
03/13/2013,16:00,1432.75,1436.5,1427.5,1435.25,1653624,2758336
03/14/2013,16:00,1436,1442.5,1434.25,1441.25,1528894,2799851
03/15/2013,16:00,1439.75,1444,1434.25,1438.75,1699828,2827037
03/18/2013,16:00,1429.25,1437.75,1414.75,1432,2193099,2838894
03/19/2013,16:00,1432.5,1436.5,1417,1427.5,2546167,2832895
03/20/2013,16:00,1424.5,1441,1421.75,1434.25,1802214,2876641
03/21/2013,16:00,1434.75,1436,1421.75,1424.25,1904151,2873746
03/22/2013,16:00,1423.75,1439.25,1420.25,1437.25,1579747,2885612
03/25/2013,16:00,1435.25,1445.75,1424.25,1432.25,2254735,2888010
03/26/2013,16:00,1433.5,1444,1432,1442.5,1594034,2915951
03/27/2013,16:00,1443.5,1445.75,1431,1442,1569031,2933541
03/28/2013,16:00,1442,1449.75,1435,1448,1627305,2933541
04/01/2013,16:00,1448.25,1450.25,1437.75,1441.25,1135817,2983372
04/02/2013,16:00,1441.5,1453.25,1439.5,1449.75,1609532,2994068
04/03/2013,16:00,1451.25,1453,1429.25,1433.75,2269317,3000088
04/04/2013,16:00,1433.75,1442.75,1431.25,1439.75,2004726,3010436
04/05/2013,16:00,1440,1440.5,1418.5,1431.25,2269710,3008538
04/08/2013,16:00,1430.75,1448,1428.25,1444.5,1444510,3012787
04/09/2013,16:00,1446,1454.25,1440.75,1448.5,1632380,3023014
04/10/2013,16:00,1449,1469.75,1446.25,1468,2034329,3045241
04/11/2013,16:00,1468.75,1478.25,1466,1473,1723235,3044403
04/12/2013,16:00,1473.25,1475,1460.25,1467.25,1809731,3017262
04/15/2013,16:00,1467.5,1468.25,1424,1428.75,2854380,3004260
04/16/2013,16:00,1427.75,1456,1427.5,1454,2252603,2999059
04/17/2013,16:00,1454.5,1454.75,1423.25,1431.25,2968750,2974851
04/18/2013,16:00,1429.75,1438.75,1416,1419.25,2316865,2979370
04/19/2013,16:00,1422.25,1436,1420.5,1432.75,1879483,2980861
04/22/2013,16:00,1433.75,1446.25,1428,1441.25,1594693,2986321
04/23/2013,16:00,1442.5,1462.25,1434,1458.75,2108112,2984052
04/24/2013,16:00,1458.75,1464.25,1456,1459.25,1421896,2996797
04/25/2013,16:00,1458.25,1473.5,1456,1467,1595167,3025650
04/26/2013,16:00,1466.75,1467.75,1457.75,1461.75,1335027,3010615
04/29/2013,16:00,1461.5,1477.5,1459,1473.5,1234877,3027047
04/30/2013,16:00,1473.75,1479.5,1466.5,1477.5,1555013,3027398
05/01/2013,16:00,1479,1480.75,1461.25,1462.5,1467806,3039955
05/02/2013,16:00,1464.5,1479.5,1464,1477.5,1652820,3061901
05/03/2013,16:00,1477.5,1499.5,1474.75,1493.75,1936845,3059565
05/06/2013,16:00,1493.25,1500.5,1492.5,1498.75,963963,3065189
05/07/2013,16:00,1497.75,1507,1494.5,1505.75,1507222,3111748
05/08/2013,16:00,1506,1514.75,1502.25,1514,1593279,3136578
05/09/2013,16:00,1513.5,1517.5,1505.25,1509.75,1825700,3148180
05/10/2013,16:00,1511.25,1516.25,1505.5,1514.75,1641619,3120921
05/13/2013,16:00,1510.75,1518.5,1506.75,1516,1328925,3105550
05/14/2013,16:00,1516.25,1534,1511.75,1533.25,2018666,3154692
05/15/2013,16:00,1532.75,1545,1528,1539.5,2123306,3176247
05/16/2013,16:00,1540.5,1544,1531.25,1533.25,1920088,3169768
05/17/2013,16:00,1534.75,1551,1533.5,1548.25,1923927,3105671
05/20/2013,16:00,1547.75,1556,1545,1549.75,1749840,3146083
05/21/2013,16:00,1548.75,1558.5,1545.25,1550.75,1694697,3157769
05/22/2013,16:00,1551,1571,1531.75,1540.75,2970647,3155043
05/23/2013,16:00,1542.75,1544.25,1518,1535.25,2681434,3188469
05/24/2013,16:00,1536.5,1540.5,1519.75,1535.75,1950868,3167489
05/28/2013,16:00,1537.5,1558,1529.5,1539.75,2091551,3164925
05/29/2013,16:00,1539.5,1542,1523.25,1532.25,2129262,3153403
05/30/2013,16:00,1531.75,1546,1526.25,1538.75,1773923,3148530
05/31/2013,16:00,1539,1543.25,1511.5,1514.25,2559471,3119039
06/03/2013,16:00,1514.75,1524.25,1506,1521.5,2530617,3086415
06/04/2013,16:00,1521,1531,1506.75,1516.5,2173999,3031027
06/05/2013,16:00,1514.5,1517.5,1490.75,1493.25,2648546,3029729
06/06/2013,16:00,1493.75,1509.5,1481.75,1508,2796168,3045762
06/07/2013,16:00,1507.25,1529.25,1503.25,1523.75,2382985,2976849
06/10/2013,16:00,1521.75,1533.75,1519.75,1527.25,1820611,2923220
06/11/2013,16:00,1527.25,1527.75,1506.75,1512.25,2590976,2850964
06/12/2013,16:00,1512.75,1523.5,1494.75,1495.25,2600131,2678954
06/13/2013,16:00,1496.25,1524.75,1483,1522.25,851237,1095330
06/14/2013,16:00,1522.75,1526.25,1508.5,1509.75,1838320,1505868
06/17/2013,16:00,1510,1532.25,1509.25,1525,2107368,1921432
06/18/2013,16:00,1526,1540,1523.5,1536.5,1770819,2421431
06/19/2013,16:00,1537.75,1540.25,1511.5,1515,2369632,2640697
06/20/2013,16:00,1512,1514.25,1468.25,1475.25,3637001,2711374
06/21/2013,16:00,1475.5,1488.5,1461.75,1475.25,2982380,2700749
06/24/2013,16:00,1475,1477.5,1444.5,1457.5,2848089,2736050
06/25/2013,16:00,1457.75,1479,1449.5,1472.75,2020973,2713614
06/26/2013,16:00,1471.5,1492.5,1464.25,1486.75,1731510,2657544
06/27/2013,16:00,1488,1505.5,1486,1497.75,1601032,2660253
06/28/2013,16:00,1497.5,1505.75,1485.5,1490.5,2143749,2662628
07/01/2013,16:00,1491.5,1511.75,1484.5,1498,1551011,2667491
07/02/2013,16:00,1498,1509.75,1491.5,1498.5,1670998,2687031
07/03/2013,16:00,1498.25,1504.25,1485.25,1500.25,1031771,2700206
07/05/2013,16:00,1500.25,1522,1499.5,1518.5,1721212,2681333
07/08/2013,16:00,1519.75,1530.75,1517.25,1526.75,1317337,2672567
07/09/2013,16:00,1528,1540.25,1527,1536.75,1281034,2700511
07/10/2013,16:00,1538.25,1550,1532.5,1539.75,1460004,2721338
07/11/2013,16:00,1549.5,1563,1548.75,1561.25,1457417,2740429
07/12/2013,16:00,1560.25,1565.5,1557.5,1561.5,1144481,2727688
07/15/2013,16:00,1561.25,1570.75,1561,1568.75,911484,2735765
07/16/2013,16:00,1569,1570.75,1557.75,1562.5,1171424,2758060
07/17/2013,16:00,1563,1571.75,1557,1566.75,1413187,2768666
07/18/2013,16:00,1567.75,1579.75,1563,1571.75,1355890,2797010
07/19/2013,16:00,1571.25,1581.75,1566.5,1580.75,1145886,2787874
07/22/2013,16:00,1581.25,1585.5,1576.75,1581.5,900143,2774329
07/23/2013,16:00,1581.75,1586.75,1577.25,1579.5,979783,2778043
07/24/2013,16:00,1580.75,1586.5,1568.5,1575,1508386,2769228
07/25/2013,16:00,1575.25,1577.75,1563,1575.25,1425052,2797830
07/26/2013,16:00,1577,1580.25,1561.75,1577.75,1400373,2797316
07/29/2013,16:00,1577.75,1579.25,1567.75,1573.75,1100568,2793878
07/30/2013,16:00,1573.5,1579.75,1568.5,1576,1318504,2799466
07/31/2013,16:00,1575.5,1585.25,1571.5,1571.75,1981532,2814495
08/01/2013,16:00,1576.75,1595,1575.75,1591.5,1517822,2836516
08/02/2013,16:00,1593.5,1596.25,1587,1595.25,1216474,2808697
08/05/2013,16:00,1594,1596.25,1590,1593.75,856742,2793511
08/06/2013,16:00,1592.5,1594.75,1580,1585.25,1273487,2798900
08/07/2013,16:00,1583.75,1584.75,1571.75,1579.5,1384518,2791337
08/08/2013,16:00,1580,1588.25,1575.75,1585,1522504,2799117
08/09/2013,16:00,1585.25,1587.5,1573.75,1577.5,1662642,2802068
08/12/2013,16:00,1576.25,1579.75,1566.5,1578.25,1251215,2818295
08/13/2013,16:00,1579.25,1585.75,1570.5,1582,1604935,2826195
08/14/2013,16:00,1582.75,1584.5,1572.25,1573.25,1504592,2818161
08/15/2013,16:00,1571.75,1573.25,1545.5,1547,2399533,2841700
08/16/2013,16:00,1546,1553.25,1540.75,1542.25,1739935,2845002
08/19/2013,16:00,1542.25,1548.25,1533.5,1536.25,1468577,2873524
08/20/2013,16:00,1535.5,1548,1532.25,1541.75,1582327,2863444
08/21/2013,16:00,1542.25,1546,1525.25,1527.75,2121839,2904902
08/22/2013,16:00,1526.25,1549,1522.75,1546,1556777,2899118
08/23/2013,16:00,1546.75,1554,1541.75,1552.75,1307807,2882936
08/26/2013,16:00,1552,1558.75,1544.5,1545.5,1213990,2887703
08/27/2013,16:00,1545.75,1546.75,1517.5,1519.5,2249547,2919217
08/28/2013,16:00,1519.5,1530.5,1516,1523.5,1652221,2921904
08/29/2013,16:00,1521.75,1536,1519,1528,1743635,2904005
08/30/2013,16:00,1530.25,1536.25,1516.75,1522.5,1932571,2867361
09/03/2013,16:00,1531.5,1541.25,1522,1530.25,2318259,2880255
09/04/2013,16:00,1529.25,1546.5,1526.25,1544.75,1638385,2877431
09/05/2013,16:00,1546,1549.5,1541.75,1544.25,1254398,2843129
09/06/2013,16:00,1543.25,1555.25,1530,1544.75,2582191,2835722
09/09/2013,16:00,1543.25,1563,1543.25,1560.25,1483598,2799514
09/10/2013,16:00,1562.25,1574.5,1560.25,1573.75,1849907,2735919
09/11/2013,16:00,1573.5,1581.75,1569,1580,1843965,2556802
09/12/2013,16:00,1581,1581,1572.5,1576,596376,837087
09/13/2013,16:00,1576,1581.5,1571.75,1579.75,1162403,1188257
09/16/2013,16:00,1590.75,1601.5,1585.75,1589,2030544,1774880
09/17/2013,16:00,1586.75,1597.5,1585.5,1596,1448771,2172500
09/18/2013,16:00,1597,1621,1591,1615.5,2330607,2466887
09/19/2013,16:00,1616.25,1624.5,1611,1615.25,1860579,2575036
09/20/2013,16:00,1615,1617.25,1599,1600.25,1767531,2566911
09/23/2013,16:00,1604.25,1605.25,1587.25,1590.5,1671968,2598645
09/24/2013,16:00,1591,1598.75,1585.25,1590.25,1501832,2618569
09/25/2013,16:00,1590,1592.75,1582.25,1583.5,1639285,2624892
09/26/2013,16:00,1584.25,1595.25,1583.5,1590.25,1466733,2631133
09/27/2013,16:00,1592.25,1593.25,1577.75,1584.25,1432245,2626964
09/30/2013,16:00,1572.75,1578.75,1564.5,1572,2151896,2611021
10/01/2013,16:00,1576.25,1590,1573,1587.25,1762715,2617101
10/02/2013,16:00,1589.25,1589.5,1571,1580.75,1702460,2653691
10/03/2013,16:00,1580.75,1582.5,1561,1567.5,2263290,2698745
10/04/2013,16:00,1565.75,1583.75,1565.25,1582.5,1512965,2674467
10/07/2013,16:00,1574.5,1577.25,1564.25,1565.5,1599803,2692235
10/08/2013,16:00,1564.75,1569.25,1543.75,1548.25,2352160,2723644
10/09/2013,16:00,1545.75,1556,1537.75,1546.5,2485975,2703379
10/10/2013,16:00,1546.25,1585.5,1545.75,1582.75,2287318,2678669
10/11/2013,16:00,1580.75,1598,1570.75,1596.75,1558254,2673270
10/14/2013,16:00,1581.75,1604.5,1578.5,1602,1509558,2675494
10/15/2013,16:00,1604,1607.5,1587.25,1589.75,1872624,2676074
10/16/2013,16:00,1592,1614.75,1589,1611,1797067,2682298
10/17/2013,16:00,1609.75,1626.5,1604,1625.5,1669215,2698990
10/18/2013,16:00,1625.25,1638,1624.75,1634.25,1537541,2698460
10/21/2013,16:00,1635.75,1640.25,1632.5,1636,1138916,2710196
10/22/2013,16:00,1635.5,1652.25,1633.75,1647.25,1844860,2711974
10/23/2013,16:00,1647.25,1647.25,1632.25,1639.5,1520034,2720877
10/24/2013,16:00,1640.5,1649.5,1637.75,1646.25,1252875,2708628
10/25/2013,16:00,1645.75,1653.5,1640.5,1651.75,1253456,2731098
10/28/2013,16:00,1651.5,1660,1649.25,1656.75,1157924,2736038
10/29/2013,16:00,1656.75,1666.5,1652.25,1665.25,1189498,2741642
10/30/2013,16:00,1666,1671,1649.5,1658.25,1778748,2763150
10/31/2013,16:00,1655.5,1661.75,1648,1648.75,1885721,2745639
11/01/2013,16:00,1653.25,1659,1644.75,1652.5,1602379,2772579
11/04/2013,16:00,1651.75,1661.75,1651,1660.75,1005972,2759992
11/05/2013,16:00,1660.25,1661.75,1648.25,1654.25,1479362,2768514
11/06/2013,16:00,1655,1667.75,1653.5,1663.25,1322195,2767364
11/07/2013,16:00,1661.75,1672.25,1640,1643,2463701,2780995
11/08/2013,16:00,1642.5,1665.75,1634.25,1663.75,2071703,2782047
11/11/2013,16:00,1664.75,1668,1660.5,1665.25,960010,2780264
11/12/2013,16:00,1665.5,1667.5,1656.25,1662.75,1419105,2758394
11/13/2013,16:00,1662.5,1680,1652,1676.5,1682642,2763168
11/14/2013,16:00,1677.5,1686.75,1675,1685.5,1584763,2778941
11/15/2013,16:00,1685.5,1693.75,1684.25,1691.25,1227567,2821448
11/18/2013,16:00,1691.25,1697.5,1682.5,1686.5,1559073,2817239
11/19/2013,16:00,1687.25,1691.5,1679.75,1683,1587851,2817411
11/20/2013,16:00,1683.25,1692,1672.25,1677.5,2066306,2793119
11/21/2013,16:00,1677.25,1693.25,1673.5,1691.5,1390391,2799872
11/22/2013,16:00,1691,1701,1689.75,1699,1240120,2775739
11/25/2013,16:00,1699.75,1707,1696.25,1700.25,1114352,2800246
11/26/2013,16:00,1699,1704.75,1696.5,1699.75,1095564,2780581
11/27/2013,16:00,1699.75,1705.25,1699,1702,849593,2795281
11/29/2013,16:00,1706.25,1710.25,1700.5,1701.75,818602,2799542
12/02/2013,16:00,1704,1706.75,1694.75,1697.5,1330983,2803471
12/03/2013,16:00,1698,1699.5,1684,1689.25,1727930,2777349
12/04/2013,16:00,1689.75,1697.25,1675.5,1689.5,2107738,2777689
12/05/2013,16:00,1690,1692,1679.75,1681.75,1576138,2759983
12/06/2013,16:00,1682.25,1703.75,1682,1702.75,1757106,2707260
12/09/2013,16:00,1704.25,1709.25,1702.5,1706.75,1060287,2691899
12/10/2013,16:00,1707,1709.25,1698.75,1700.75,1174676,2638302
12/11/2013,16:00,1702,1705.75,1677,1678.5,2004200,2401923
12/12/2013,16:00,1678.25,1681.75,1669.5,1672.5,833656,957167
12/13/2013,16:00,1671,1680.75,1669.5,1672.5,1558496,1445598
12/16/2013,16:00,1672.5,1690.25,1658,1684.25,1793231,1895612
12/17/2013,16:00,1682.25,1686.5,1674.25,1677,1826251,2327433
